serial,name,value,notes
BBFL2W-1207,CC_dark_counts_cdom,49,date in filename comes from dev file
BBFL2W-1207,CC_scale_factor_cdom,9.109E-02,
BBFL2W-1207,CC_dark_counts_chlorophyll_a,51,
BBFL2W-1207,CC_scale_factor_chlorophyll_a,1.244E-02,
BBFL2W-1207,CC_dark_counts_volume_scatter,47,
BBFL2W-1207,CC_scale_factor_volume_scatter,3.076E-06,
BBFL2W-1207,CC_depolarization_ratio,0.039,Constant
BBFL2W-1207,CC_measurement_wavelength,700,[nm]; Constant
BBFL2W-1207,CC_scattering_angle,124,[degrees]; Constant
BBFL2W-1207,CC_angular_resolution,1.076,Erroneously named constant; this coefficient scales the particulate scattering at 124 degrees to total backscatter from particles
